"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,7,1,1
"118",2020-05-11,10,3,0
"119",2020-05-12,8,6,1
"120",2020-05-13,5,5,0
"121",2020-05-14,7,18,0
"122",2020-05-15,12,8,0
"123",2020-05-16,4,5,0
"124",2020-05-17,8,25,0
"125",2020-05-18,0,4,0
"126",2020-05-19,6,2,0
"127",2020-05-20,5,5,0
"128",2020-05-21,4,7,0
"129",2020-05-22,6,4,0
"130",2020-05-23,1,1,0
"131",2020-05-24,1,6,0
"132",2020-05-25,10,3,0
"133",2020-05-26,5,1,0
"134",2020-05-27,7,5,0
"135",2020-05-28,1,5,0
"136",2020-05-29,2,4,0
"137",2020-05-30,3,2,0
"138",2020-05-31,5,1,0
"139",2020-06-01,1,7,0
"140",2020-06-02,0,7,0
"141",2020-06-03,6,6,0
"142",2020-06-04,2,3,0
"143",2020-06-05,4,3,0
"144",2020-06-06,5,3,0
"145",2020-06-07,4,2,0
"146",2020-06-08,11,5,0
"147",2020-06-09,5,4,0
"148",2020-06-10,4,7,0
"149",2020-06-11,3,3,0
"150",2020-06-12,6,13,0
"151",2020-06-13,4,2,0
"152",2020-06-14,2,2,0
"153",2020-06-15,2,2,0
"154",2020-06-16,3,2,0
"155",2020-06-17,4,3,0
"156",2020-06-18,4,4,0
"157",2020-06-19,2,0,1
"158",2020-06-20,2,4,0
"159",2020-06-21,2,4,0
"160",2020-06-22,2,9,0
"161",2020-06-23,9,2,0
"162",2020-06-24,5,2,0
"163",2020-06-25,8,3,0
"164",2020-06-26,2,5,0
"165",2020-06-27,2,6,0
"166",2020-06-28,2,4,0
"167",2020-06-29,1,1,0
"168",2020-06-30,2,1,0
"169",2020-07-01,2,4,0
"170",2020-07-02,2,3,0
"171",2020-07-03,4,3,0
"172",2020-07-04,4,3,0
"173",2020-07-05,0,8,0
"174",2020-07-06,3,7,0
"175",2020-07-07,7,4,0
"176",2020-07-08,1,1,0
"177",2020-07-09,2,3,0
"178",2020-07-10,0,3,0
"179",2020-07-11,4,2,0
"180",2020-07-12,2,1,0
"181",2020-07-13,2,4,0
"182",2020-07-14,3,4,0
"183",2020-07-15,1,2,0
"184",2020-07-16,4,2,0
"185",2020-07-17,0,2,0
"186",2020-07-18,1,3,0
"187",2020-07-19,1,1,0
"188",2020-07-20,1,2,0
"189",2020-07-21,4,2,0
"190",2020-07-22,2,2,0
"191",2020-07-23,2,5,0
"192",2020-07-24,1,1,0
"193",2020-07-25,0,2,0
"194",2020-07-26,1,0,0
"195",2020-07-27,0,0,0
"196",2020-07-28,0,1,0
"197",2020-07-29,1,0,0
"198",2020-07-30,0,0,0
"199",2020-07-31,1,0,0
"200",2020-08-01,0,1,0
"201",2020-08-02,0,1,0
"202",2020-08-03,0,0,0
