"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,6,4,1
"118",2020-05-11,5,6,1
"119",2020-05-12,19,7,0
"120",2020-05-13,9,12,0
"121",2020-05-14,16,16,1
"122",2020-05-15,42,60,0
"123",2020-05-16,6,3,0
"124",2020-05-17,4,8,0
"125",2020-05-18,9,6,1
"126",2020-05-19,13,4,2
"127",2020-05-20,7,1,1
"128",2020-05-21,8,4,0
"129",2020-05-22,6,16,1
"130",2020-05-23,8,14,1
"131",2020-05-24,5,5,0
"132",2020-05-25,9,5,1
"133",2020-05-26,3,13,0
"134",2020-05-27,3,3,2
"135",2020-05-28,5,5,0
"136",2020-05-29,9,11,1
"137",2020-05-30,8,3,1
"138",2020-05-31,8,1,0
"139",2020-06-01,5,12,0
"140",2020-06-02,7,8,0
"141",2020-06-03,3,12,2
"142",2020-06-04,6,6,0
"143",2020-06-05,7,11,1
"144",2020-06-06,6,3,0
"145",2020-06-07,6,6,0
"146",2020-06-08,7,1,1
"147",2020-06-09,1,6,0
"148",2020-06-10,6,5,0
"149",2020-06-11,1,4,0
"150",2020-06-12,3,3,0
"151",2020-06-13,1,4,0
"152",2020-06-14,2,2,0
"153",2020-06-15,2,3,0
"154",2020-06-16,9,11,0
"155",2020-06-17,2,5,0
"156",2020-06-18,4,1,0
"157",2020-06-19,11,10,0
"158",2020-06-20,3,4,1
"159",2020-06-21,2,2,0
"160",2020-06-22,5,4,0
"161",2020-06-23,4,5,1
"162",2020-06-24,5,9,0
"163",2020-06-25,6,5,0
"164",2020-06-26,0,1,0
"165",2020-06-27,6,5,0
"166",2020-06-28,0,7,0
"167",2020-06-29,3,2,0
"168",2020-06-30,3,1,0
"169",2020-07-01,2,1,0
"170",2020-07-02,1,2,0
"171",2020-07-03,1,5,0
"172",2020-07-04,1,4,0
"173",2020-07-05,1,0,0
"174",2020-07-06,2,3,0
"175",2020-07-07,2,0,0
"176",2020-07-08,4,3,0
"177",2020-07-09,0,4,0
"178",2020-07-10,0,1,0
