"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,3,13,0
"118",2020-05-11,3,2,1
"119",2020-05-12,3,3,0
"120",2020-05-13,4,2,0
"121",2020-05-14,5,3,0
"122",2020-05-15,4,2,1
"123",2020-05-16,4,4,1
"124",2020-05-17,3,2,0
"125",2020-05-18,6,9,0
"126",2020-05-19,2,3,0
"127",2020-05-20,7,6,0
"128",2020-05-21,4,0,0
"129",2020-05-22,4,4,0
"130",2020-05-23,6,5,2
"131",2020-05-24,3,1,2
"132",2020-05-25,7,4,0
"133",2020-05-26,9,4,1
"134",2020-05-27,1,3,1
"135",2020-05-28,1,8,0
"136",2020-05-29,1,11,0
"137",2020-05-30,5,5,0
"138",2020-05-31,1,3,0
"139",2020-06-01,5,2,2
"140",2020-06-02,2,5,0
"141",2020-06-03,5,2,1
"142",2020-06-04,4,1,0
"143",2020-06-05,4,4,0
"144",2020-06-06,2,0,0
"145",2020-06-07,2,5,0
"146",2020-06-08,6,1,0
"147",2020-06-09,6,8,0
"148",2020-06-10,4,1,0
"149",2020-06-11,2,4,0
"150",2020-06-12,3,4,0
"151",2020-06-13,3,3,0
"152",2020-06-14,0,6,0
"153",2020-06-15,7,5,0
"154",2020-06-16,3,5,0
"155",2020-06-17,0,5,0
"156",2020-06-18,0,3,0
"157",2020-06-19,2,0,0
"158",2020-06-20,3,3,0
"159",2020-06-21,2,1,0
"160",2020-06-22,3,3,0
"161",2020-06-23,1,1,0
"162",2020-06-24,2,1,0
"163",2020-06-25,4,1,0
"164",2020-06-26,0,4,0
"165",2020-06-27,0,5,0
"166",2020-06-28,1,3,0
"167",2020-06-29,0,1,0
"168",2020-06-30,2,0,0
"169",2020-07-01,1,1,0
"170",2020-07-02,0,2,0
"171",2020-07-03,0,0,0
"172",2020-07-04,1,0,0
"173",2020-07-05,1,0,0
"174",2020-07-06,1,0,0
"175",2020-07-07,3,2,0
"176",2020-07-08,0,1,0
"177",2020-07-09,2,1,0
"178",2020-07-10,1,1,0
"179",2020-07-11,0,4,0
